flights before delete
Flight{id=76, flightNumber='PG0405', scheduledDeparture=2017-09-09 09:35:00.0, scheduledArrival=2017-09-09 10:30:00.0, departureAirport='DME', arrivalAirport='LED', status='Scheduled', aircraftCode='321', actualDeparture=null, actualArrival=null}
Flight{id=396, flightNumber='PG0273', scheduledDeparture=2017-08-05 09:50:00.0, scheduledArrival=2017-08-05 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-05 09:54:00.0, actualArrival=2017-08-05 11:55:00.0}
Flight{id=405, flightNumber='PG0273', scheduledDeparture=2017-08-02 09:50:00.0, scheduledArrival=2017-08-02 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-02 09:58:00.0, actualArrival=2017-08-02 12:00:00.0}
Flight{id=256, flightNumber='PG0222', scheduledDeparture=2017-08-27 11:05:00.0, scheduledArrival=2017-08-27 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=387, flightNumber='PG0273', scheduledDeparture=2017-07-19 09:50:00.0, scheduledArrival=2017-07-19 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-07-19 09:53:00.0, actualArrival=2017-07-19 11:52:00.0}
Flight{id=303, flightNumber='PG0222', scheduledDeparture=2017-09-01 11:05:00.0, scheduledArrival=2017-09-01 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=401, flightNumber='PG0273', scheduledDeparture=2017-08-29 09:50:00.0, scheduledArrival=2017-08-29 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=403, flightNumber='PG0273', scheduledDeparture=2017-08-03 09:50:00.0, scheduledArrival=2017-08-03 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-03 09:51:00.0, actualArrival=2017-08-03 11:50:00.0}
Flight{id=268, flightNumber='PG0222', scheduledDeparture=2017-08-05 11:05:00.0, scheduledArrival=2017-08-05 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-05 11:06:00.0, actualArrival=2017-08-05 14:30:00.0}
Flight{id=283, flightNumber='PG0222', scheduledDeparture=2017-08-19 11:05:00.0, scheduledArrival=2017-08-19 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=247, flightNumber='PG0222', scheduledDeparture=2017-08-07 11:05:00.0, scheduledArrival=2017-08-07 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-07 11:09:00.0, actualArrival=2017-08-07 14:35:00.0}
Flight{id=388, flightNumber='PG0273', scheduledDeparture=2017-08-07 09:50:00.0, scheduledArrival=2017-08-07 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-07 09:53:00.0, actualArrival=2017-08-07 11:54:00.0}
Flight{id=290, flightNumber='PG0222', scheduledDeparture=2017-08-23 11:05:00.0, scheduledArrival=2017-08-23 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=271, flightNumber='PG0222', scheduledDeparture=2017-08-10 11:05:00.0, scheduledArrival=2017-08-10 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-10 14:09:00.0, actualArrival=2017-08-10 17:34:00.0}
Flight{id=367, flightNumber='PG0273', scheduledDeparture=2017-09-10 09:50:00.0, scheduledArrival=2017-09-10 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=371, flightNumber='PG0273', scheduledDeparture=2017-08-12 09:50:00.0, scheduledArrival=2017-08-12 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-12 09:52:00.0, actualArrival=2017-08-12 11:51:00.0}
Flight{id=376, flightNumber='PG0273', scheduledDeparture=2017-07-17 09:50:00.0, scheduledArrival=2017-07-17 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-07-17 09:53:00.0, actualArrival=2017-07-17 11:52:00.0}
Flight{id=292, flightNumber='PG0222', scheduledDeparture=2017-08-11 11:05:00.0, scheduledArrival=2017-08-11 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-11 11:05:00.0, actualArrival=2017-08-11 14:26:00.0}
Flight{id=253, flightNumber='PG0222', scheduledDeparture=2017-09-13 11:05:00.0, scheduledArrival=2017-09-13 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=289, flightNumber='PG0222', scheduledDeparture=2017-08-12 11:05:00.0, scheduledArrival=2017-08-12 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-12 11:08:00.0, actualArrival=2017-08-12 14:36:00.0}
Flight{id=294, flightNumber='PG0222', scheduledDeparture=2017-08-18 11:05:00.0, scheduledArrival=2017-08-18 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=260, flightNumber='PG0222', scheduledDeparture=2017-08-17 11:05:00.0, scheduledArrival=2017-08-17 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=402, flightNumber='PG0273', scheduledDeparture=2017-09-05 09:50:00.0, scheduledArrival=2017-09-05 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=286, flightNumber='PG0222', scheduledDeparture=2017-08-04 11:05:00.0, scheduledArrival=2017-08-04 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-04 11:08:00.0, actualArrival=2017-08-04 14:31:00.0}
Flight{id=267, flightNumber='PG0222', scheduledDeparture=2017-08-20 11:05:00.0, scheduledArrival=2017-08-20 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=264, flightNumber='PG0222', scheduledDeparture=2017-09-03 11:05:00.0, scheduledArrival=2017-09-03 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=279, flightNumber='PG0222', scheduledDeparture=2017-07-24 11:05:00.0, scheduledArrival=2017-07-24 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-24 11:05:00.0, actualArrival=2017-07-24 14:31:00.0}
Flight{id=305, flightNumber='PG0222', scheduledDeparture=2017-07-31 11:05:00.0, scheduledArrival=2017-07-31 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-31 11:10:00.0, actualArrival=2017-07-31 14:36:00.0}
Flight{id=296, flightNumber='PG0222', scheduledDeparture=2017-09-06 11:05:00.0, scheduledArrival=2017-09-06 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=248, flightNumber='PG0222', scheduledDeparture=2017-09-08 11:05:00.0, scheduledArrival=2017-09-08 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=291, flightNumber='PG0222', scheduledDeparture=2017-09-10 11:05:00.0, scheduledArrival=2017-09-10 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=374, flightNumber='PG0273', scheduledDeparture=2017-08-11 09:50:00.0, scheduledArrival=2017-08-11 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-11 09:51:00.0, actualArrival=2017-08-11 11:50:00.0}
Flight{id=281, flightNumber='PG0222', scheduledDeparture=2017-08-15 11:05:00.0, scheduledArrival=2017-08-15 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-15 11:08:00.0, actualArrival=2017-08-15 14:34:00.0}
Flight{id=391, flightNumber='PG0273', scheduledDeparture=2017-08-06 09:50:00.0, scheduledArrival=2017-08-06 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-06 09:55:00.0, actualArrival=2017-08-06 11:54:00.0}
Flight{id=276, flightNumber='PG0222', scheduledDeparture=2017-08-08 11:05:00.0, scheduledArrival=2017-08-08 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-08 11:12:00.0, actualArrival=2017-08-08 14:36:00.0}
Flight{id=302, flightNumber='PG0222', scheduledDeparture=2017-07-27 11:05:00.0, scheduledArrival=2017-07-27 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-27 11:07:00.0, actualArrival=2017-07-27 14:34:00.0}
Flight{id=393, flightNumber='PG0273', scheduledDeparture=2017-08-23 09:50:00.0, scheduledArrival=2017-08-23 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=255, flightNumber='PG0222', scheduledDeparture=2017-07-20 11:05:00.0, scheduledArrival=2017-07-20 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-20 11:11:00.0, actualArrival=2017-07-20 14:34:00.0}
Flight{id=368, flightNumber='PG0273', scheduledDeparture=2017-08-25 09:50:00.0, scheduledArrival=2017-08-25 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=266, flightNumber='PG0222', scheduledDeparture=2017-07-22 11:05:00.0, scheduledArrival=2017-07-22 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-22 11:05:00.0, actualArrival=2017-07-22 14:30:00.0}
Flight{id=373, flightNumber='PG0273', scheduledDeparture=2017-09-01 09:50:00.0, scheduledArrival=2017-09-01 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=395, flightNumber='PG0273', scheduledDeparture=2017-08-26 09:50:00.0, scheduledArrival=2017-08-26 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=272, flightNumber='PG0222', scheduledDeparture=2017-07-26 11:05:00.0, scheduledArrival=2017-07-26 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-26 11:10:00.0, actualArrival=2017-07-26 14:36:00.0}
Flight{id=265, flightNumber='PG0222', scheduledDeparture=2017-07-28 11:05:00.0, scheduledArrival=2017-07-28 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-28 14:40:00.0, actualArrival=2017-07-28 18:02:00.0}
Flight{id=277, flightNumber='PG0222', scheduledDeparture=2017-07-16 11:05:00.0, scheduledArrival=2017-07-16 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-16 11:06:00.0, actualArrival=2017-07-16 14:31:00.0}
Flight{id=284, flightNumber='PG0222', scheduledDeparture=2017-08-21 11:05:00.0, scheduledArrival=2017-08-21 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=297, flightNumber='PG0222', scheduledDeparture=2017-08-14 11:05:00.0, scheduledArrival=2017-08-14 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-14 11:09:00.0, actualArrival=2017-08-14 14:37:00.0}
Flight{id=263, flightNumber='PG0222', scheduledDeparture=2017-09-02 11:05:00.0, scheduledArrival=2017-09-02 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=261, flightNumber='PG0222', scheduledDeparture=2017-08-24 11:05:00.0, scheduledArrival=2017-08-24 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=381, flightNumber='PG0273', scheduledDeparture=2017-08-09 09:50:00.0, scheduledArrival=2017-08-09 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-09 09:52:00.0, actualArrival=2017-08-09 11:50:00.0}
Flight{id=285, flightNumber='PG0222', scheduledDeparture=2017-08-31 11:05:00.0, scheduledArrival=2017-08-31 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=301, flightNumber='PG0222', scheduledDeparture=2017-08-09 11:05:00.0, scheduledArrival=2017-08-09 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-09 11:08:00.0, actualArrival=2017-08-09 14:31:00.0}
Flight{id=385, flightNumber='PG0273', scheduledDeparture=2017-08-08 09:50:00.0, scheduledArrival=2017-08-08 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-08 13:09:00.0, actualArrival=2017-08-08 15:09:00.0}
Flight{id=370, flightNumber='PG0273', scheduledDeparture=2017-07-16 09:50:00.0, scheduledArrival=2017-07-16 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-07-16 09:53:00.0, actualArrival=2017-07-16 11:54:00.0}
Flight{id=400, flightNumber='PG0273', scheduledDeparture=2017-08-17 09:50:00.0, scheduledArrival=2017-08-17 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=280, flightNumber='PG0222', scheduledDeparture=2017-09-09 11:05:00.0, scheduledArrival=2017-09-09 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=298, flightNumber='PG0222', scheduledDeparture=2017-08-06 11:05:00.0, scheduledArrival=2017-08-06 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-06 11:08:00.0, actualArrival=2017-08-06 14:35:00.0}
Flight{id=397, flightNumber='PG0273', scheduledDeparture=2017-08-04 09:50:00.0, scheduledArrival=2017-08-04 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-04 09:51:00.0, actualArrival=2017-08-04 11:50:00.0}
Flight{id=369, flightNumber='PG0273', scheduledDeparture=2017-08-31 09:50:00.0, scheduledArrival=2017-08-31 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=380, flightNumber='PG0273', scheduledDeparture=2017-09-02 09:50:00.0, scheduledArrival=2017-09-02 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=392, flightNumber='PG0273', scheduledDeparture=2017-07-20 09:50:00.0, scheduledArrival=2017-07-20 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-07-20 13:18:00.0, actualArrival=2017-07-20 15:17:00.0}
Flight{id=398, flightNumber='PG0273', scheduledDeparture=2017-09-12 09:50:00.0, scheduledArrival=2017-09-12 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=394, flightNumber='PG0273', scheduledDeparture=2017-09-04 09:50:00.0, scheduledArrival=2017-09-04 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=270, flightNumber='PG0222', scheduledDeparture=2017-08-22 11:05:00.0, scheduledArrival=2017-08-22 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=399, flightNumber='PG0273', scheduledDeparture=2017-07-21 09:50:00.0, scheduledArrival=2017-07-21 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-07-21 09:53:00.0, actualArrival=2017-07-21 11:53:00.0}
Flight{id=383, flightNumber='PG0273', scheduledDeparture=2017-08-15 09:50:00.0, scheduledArrival=2017-08-15 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-15 09:52:00.0, actualArrival=2017-08-15 11:51:00.0}
Flight{id=278, flightNumber='PG0222', scheduledDeparture=2017-07-21 11:05:00.0, scheduledArrival=2017-07-21 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-21 11:07:00.0, actualArrival=2017-07-21 14:30:00.0}
Flight{id=250, flightNumber='PG0222', scheduledDeparture=2017-08-02 11:05:00.0, scheduledArrival=2017-08-02 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-02 11:09:00.0, actualArrival=2017-08-02 14:36:00.0}
Flight{id=404, flightNumber='PG0273', scheduledDeparture=2017-07-22 09:50:00.0, scheduledArrival=2017-07-22 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-07-22 09:55:00.0, actualArrival=2017-07-22 11:54:00.0}
Flight{id=282, flightNumber='PG0222', scheduledDeparture=2017-07-30 11:05:00.0, scheduledArrival=2017-07-30 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-30 11:07:00.0, actualArrival=2017-07-30 14:29:00.0}
Flight{id=375, flightNumber='PG0273', scheduledDeparture=2017-08-14 09:50:00.0, scheduledArrival=2017-08-14 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-14 09:52:00.0, actualArrival=2017-08-14 11:53:00.0}
Flight{id=257, flightNumber='PG0222', scheduledDeparture=2017-09-11 11:05:00.0, scheduledArrival=2017-09-11 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=274, flightNumber='PG0222', scheduledDeparture=2017-08-28 11:05:00.0, scheduledArrival=2017-08-28 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=372, flightNumber='PG0273', scheduledDeparture=2017-08-13 09:50:00.0, scheduledArrival=2017-08-13 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-13 09:52:00.0, actualArrival=2017-08-13 11:53:00.0}
Flight{id=273, flightNumber='PG0222', scheduledDeparture=2017-08-01 11:05:00.0, scheduledArrival=2017-08-01 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-01 11:10:00.0, actualArrival=2017-08-01 14:37:00.0}
Flight{id=275, flightNumber='PG0222', scheduledDeparture=2017-08-03 11:05:00.0, scheduledArrival=2017-08-03 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-03 11:07:00.0, actualArrival=2017-08-03 14:29:00.0}
Flight{id=269, flightNumber='PG0222', scheduledDeparture=2017-08-25 11:05:00.0, scheduledArrival=2017-08-25 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=251, flightNumber='PG0222', scheduledDeparture=2017-07-19 11:05:00.0, scheduledArrival=2017-07-19 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-19 11:08:00.0, actualArrival=2017-07-19 14:32:00.0}
Flight{id=245, flightNumber='PG0222', scheduledDeparture=2017-07-18 11:05:00.0, scheduledArrival=2017-07-18 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-18 11:06:00.0, actualArrival=2017-07-18 14:32:00.0}
Flight{id=389, flightNumber='PG0273', scheduledDeparture=2017-09-13 09:50:00.0, scheduledArrival=2017-09-13 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=252, flightNumber='PG0222', scheduledDeparture=2017-09-04 11:05:00.0, scheduledArrival=2017-09-04 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=287, flightNumber='PG0222', scheduledDeparture=2017-08-30 11:05:00.0, scheduledArrival=2017-08-30 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=288, flightNumber='PG0222', scheduledDeparture=2017-07-17 11:05:00.0, scheduledArrival=2017-07-17 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-17 11:10:00.0, actualArrival=2017-07-17 14:36:00.0}
Flight{id=299, flightNumber='PG0222', scheduledDeparture=2017-09-07 11:05:00.0, scheduledArrival=2017-09-07 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=382, flightNumber='PG0273', scheduledDeparture=2017-07-18 09:50:00.0, scheduledArrival=2017-07-18 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-07-18 09:52:00.0, actualArrival=2017-07-18 11:50:00.0}
Flight{id=259, flightNumber='PG0222', scheduledDeparture=2017-07-29 11:05:00.0, scheduledArrival=2017-07-29 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-29 11:08:00.0, actualArrival=2017-07-29 14:37:00.0}
Flight{id=246, flightNumber='PG0222', scheduledDeparture=2017-09-05 11:05:00.0, scheduledArrival=2017-09-05 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=249, flightNumber='PG0222', scheduledDeparture=2017-08-13 11:05:00.0, scheduledArrival=2017-08-13 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-08-13 11:06:00.0, actualArrival=2017-08-13 14:32:00.0}
Flight{id=300, flightNumber='PG0222', scheduledDeparture=2017-08-26 11:05:00.0, scheduledArrival=2017-08-26 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=390, flightNumber='PG0273', scheduledDeparture=2017-08-16 09:50:00.0, scheduledArrival=2017-08-16 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Delayed', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=379, flightNumber='PG0273', scheduledDeparture=2017-09-14 09:50:00.0, scheduledArrival=2017-09-14 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=254, flightNumber='PG0222', scheduledDeparture=2017-09-12 11:05:00.0, scheduledArrival=2017-09-12 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=295, flightNumber='PG0222', scheduledDeparture=2017-07-25 11:05:00.0, scheduledArrival=2017-07-25 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Arrived', aircraftCode='773', actualDeparture=2017-07-25 11:10:00.0, actualArrival=2017-07-25 14:36:00.0}
Flight{id=262, flightNumber='PG0222', scheduledDeparture=2017-09-14 11:05:00.0, scheduledArrival=2017-09-14 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='Scheduled', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=384, flightNumber='PG0273', scheduledDeparture=2017-08-30 09:50:00.0, scheduledArrival=2017-08-30 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=304, flightNumber='PG0222', scheduledDeparture=2017-08-16 11:05:00.0, scheduledArrival=2017-08-16 14:30:00.0, departureAirport='DME', arrivalAirport='OVB', status='On Time', aircraftCode='773', actualDeparture=null, actualArrival=null}
Flight{id=386, flightNumber='PG0273', scheduledDeparture=2017-09-03 09:50:00.0, scheduledArrival=2017-09-03 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=378, flightNumber='PG0273', scheduledDeparture=2017-08-24 09:50:00.0, scheduledArrival=2017-08-24 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Scheduled', aircraftCode='SU9', actualDeparture=null, actualArrival=null}
Flight{id=377, flightNumber='PG0273', scheduledDeparture=2017-08-10 09:50:00.0, scheduledArrival=2017-08-10 11:50:00.0, departureAirport='DME', arrivalAirport='CEK', status='Arrived', aircraftCode='SU9', actualDeparture=2017-08-10 09:54:00.0, actualArrival=2017-08-10 11:53:00.0}
